SEZIONE,MUNICIPIO,ZONA_URB,ZONA_URB_CODICE
1774,1,Eroi,17c
1775,1,Eroi,17c
1776,1,Eroi,17c
1777,1,Eroi,17c
1778,1,Eroi,17c
1779,1,Eroi,17c
1780,1,Eroi,17c
1781,1,Eroi,17c
1782,1,Eroi,17c
1783,14,Medaglie d' Oro,19a
1784,14,Medaglie d' Oro,19a
1785,14,Medaglie d' Oro,19a
1786,14,Medaglie d' Oro,19a
1787,14,Medaglie d' Oro,19a
1788,14,Medaglie d' Oro,19a
1789,14,Medaglie d' Oro,19a
1790,14,Medaglie d' Oro,19a
1791,14,Medaglie d' Oro,19a
1792,14,Medaglie d' Oro,19a
1793,14,Medaglie d' Oro,19a
1794,14,Medaglie d' Oro,19a
1795,14,Medaglie d' Oro,19a
1796,14,Pineto,19f
1797,14,Medaglie d' Oro,19a
1798,14,Medaglie d' Oro,19a
1799,14,Medaglie d' Oro,19a
1800,14,Medaglie d' Oro,19a
1801,14,Medaglie d' Oro,19a
1802,14,Medaglie d' Oro,19a
1803,14,Medaglie d' Oro,19a
1804,14,Medaglie d' Oro,19a
1805,14,Medaglie d' Oro,19a
1806,14,Medaglie d' Oro,19a
1807,14,Medaglie d' Oro,19a
1808,14,Medaglie d' Oro,19a
1809,14,Medaglie d' Oro,19a
1810,14,Pineto,19f
1811,14,Medaglie d' Oro,19a
1812,10,Ostia Nord,13f
1813,10,Ostia Nord,13f
1814,10,Ostia Nord,13f
1815,10,Ostia Nord,13f
1816,10,Ostia Nord,13f
1817,10,Ostia Nord,13f
1818,10,Ostia Nord,13f
1819,10,Ostia Nord,13f
1820,10,Ostia Nord,13f
1821,10,Ostia Nord,13f
1822,10,Ostia Nord,13f
1823,10,Ostia Nord,13f
1824,10,Ostia Nord,13f
1825,10,Ostia Nord,13f
1826,10,Ostia Nord,13f
1827,10,Ostia Nord,13f
1828,10,Ostia Nord,13f
1829,10,Ostia Nord,13f
1830,10,Ostia Nord,13f
1831,10,Ostia Nord,13f
1832,10,Ostia Antica,13e
1833,10,Ostia Sud,13g
1834,10,Ostia Nord,13f
1835,10,Ostia Nord,13f
1836,10,Ostia Nord,13f
1837,10,Ostia Nord,13f
1838,10,Ostia Nord,13f
1839,10,Ostia Nord,13f
1840,10,Ostia Nord,13f
1841,10,Ostia Nord,13f
1842,10,Ostia Nord,13f
1843,10,Ostia Nord,13f
1844,10,Ostia Nord,13f
1845,10,Ostia Nord,13f
1846,10,Ostia Nord,13f
1847,10,Infernetto,13i
1848,10,Ostia Nord,13f
1849,10,Ostia Nord,13f
1850,10,Ostia Nord,13f
1851,10,Ostia Sud,13g
1852,10,Ostia Sud,13g
1853,10,Ostia Sud,13g
1854,10,Ostia Sud,13g
1855,10,Ostia Sud,13g
1856,10,Ostia Sud,13g
1857,10,Ostia Sud,13g
1858,10,Ostia Sud,13g
1859,10,Ostia Sud,13g
1860,10,Ostia Sud,13g
1861,10,Ostia Sud,13g
1862,10,Ostia Sud,13g
1863,10,Ostia Sud,13g
1864,10,Ostia Sud,13g
1865,10,Ostia Sud,13g
1866,10,Infernetto,13i
1867,10,Ostia Sud,13g
1868,10,Ostia Sud,13g
1869,10,Ostia Sud,13g
1870,10,Ostia Sud,13g
1871,10,Ostia Sud,13g
1872,10,Ostia Sud,13g
1873,10,Ostia Sud,13g
1874,10,Ostia Sud,13g
1875,10,Ostia Sud,13g
1876,10,Ostia Sud,13g
1877,10,Ostia Sud,13g
1878,10,Ostia Sud,13g
1879,10,Ostia Sud,13g
1880,10,Ostia Sud,13g
1881,10,Ostia Sud,13g
1882,10,Ostia Sud,13g
1883,10,Ostia Sud,13g
1884,10,Castel Porziano,13x
1885,12,Pisana,16c
1886,12,Pisana,16c
1887,12,Buon Pastore,16b
1888,12,Buon Pastore,16b
1889,12,Buon Pastore,16b
1890,12,Buon Pastore,16b
1891,12,Buon Pastore,16b
1892,12,Buon Pastore,16b
1893,12,Buon Pastore,16b
1894,12,Buon Pastore,16b
1895,12,Buon Pastore,16b
1896,12,Pisana,16c
1897,12,Buon Pastore,16b
1898,12,Buon Pastore,16b
1899,12,Buon Pastore,16b
1900,12,Buon Pastore,16b
1901,12,Buon Pastore,16b
1902,12,Buon Pastore,16b
1903,12,Buon Pastore,16b
1904,12,Buon Pastore,16b
1905,12,Buon Pastore,16b
1906,12,Buon Pastore,16b
1907,12,Buon Pastore,16b
1908,12,Buon Pastore,16b
1909,10,Infernetto,13i
1910,12,Buon Pastore,16b
1911,12,Buon Pastore,16b
1912,12,Buon Pastore,16b
1913,12,Buon Pastore,16b
1914,12,Buon Pastore,16b
1915,12,Buon Pastore,16b
1916,12,Buon Pastore,16b
1917,12,Buon Pastore,16b
1918,12,Buon Pastore,16b
1919,12,Buon Pastore,16b
1920,11,Magliana,15e
1921,11,Corviale,15f
1922,10,Acilia Nord,13b
1923,11,Corviale,15f
1924,11,Corviale,15f
1925,11,Corviale,15f
1926,11,Corviale,15f
1927,11,Corviale,15f
1928,11,Corviale,15f
1929,11,Corviale,15f
1930,10,Infernetto,13i
1931,11,Corviale,15f
1932,11,Corviale,15f
1933,14,Castelluccia,19g
1934,11,Corviale,15f
1935,11,Corviale,15f
1936,11,Corviale,15f
1937,13,Val Cannuta,18b
1938,13,Val Cannuta,18b
1939,13,Val Cannuta,18b
1940,13,Val Cannuta,18b
1941,13,Val Cannuta,18b
1942,13,Aurelio Nord,18d
1943,13,Val Cannuta,18b
1944,13,Val Cannuta,18b
1945,13,Val Cannuta,18b
1946,13,Val Cannuta,18b
1947,13,Val Cannuta,18b
1948,13,Val Cannuta,18b
1949,13,Val Cannuta,18b
1950,13,Val Cannuta,18b
1951,13,Val Cannuta,18b
1952,13,Fogaccia,18c
1953,13,Fogaccia,18c
1954,13,Fogaccia,18c
1955,13,Boccea,18f
1956,13,Fogaccia,18c
1957,13,Fogaccia,18c
1958,13,Fogaccia,18c
1959,13,Fogaccia,18c
1960,13,Fogaccia,18c
1961,13,Fogaccia,18c
1962,13,Fogaccia,18c
1963,13,Val Cannuta,18b
1964,10,Castel Porziano,13x
1965,10,Castel Fusano,13h
1966,10,Infernetto,13i
1967,10,Infernetto,13i
1968,10,Infernetto,13i
1969,10,Infernetto,13i
1970,10,Castel Porziano,13x
1971,10,Castel Porziano,13x
1972,10,Infernetto,13i
1973,9,Mezzocammino,12f
1974,9,Mezzocammino,12f
1975,9,Mezzocammino,12f
1976,9,Mezzocammino,12f
1977,9,Mezzocammino,12f
1978,9,Mezzocammino,12f
1979,10,Acilia Nord,13b
1980,10,Acilia Nord,13b
1981,10,Acilia Nord,13b
1982,10,Acilia Nord,13b
1983,10,Acilia Nord,13b
1984,10,Acilia Sud,13c
1985,10,Acilia Nord,13b
1986,10,Acilia Nord,13b
1987,10,Acilia Nord,13b
1988,10,Acilia Nord,13b
1989,10,Acilia Nord,13b
1990,10,Acilia Nord,13b
1991,10,Acilia Nord,13b
1992,10,Acilia Nord,13b
1993,10,Acilia Nord,13b
1994,10,Acilia Nord,13b
1995,10,Acilia Nord,13b
1996,10,Acilia Nord,13b
1997,10,Acilia Nord,13b
1998,10,Malafede,13a
1999,10,Ponte Galeria,15g
2000,10,Malafede,13a
2001,10,Castel Porziano,13x
2002,10,Malafede,13a
2003,10,Acilia Sud,13c
2004,10,Acilia Sud,13c
2005,10,Malafede,13a
2006,10,Acilia Sud,13c
2007,10,Acilia Sud,13c
2008,10,Acilia Sud,13c
2009,10,Acilia Sud,13c
2010,10,Acilia Sud,13c
2011,10,Acilia Sud,13c
2012,10,Acilia Sud,13c
2013,10,Acilia Sud,13c
2014,10,Acilia Sud,13c
2015,10,Palocco,13d
2016,10,Acilia Sud,13c
2017,10,Palocco,13d
2018,10,Malafede,13a
2019,10,Malafede,13a
2020,10,Palocco,13d
2021,10,Palocco,13d
2022,10,Palocco,13d
2023,10,Palocco,13d
2024,10,Malafede,13a
2025,10,Palocco,13d
2026,10,Acilia Sud,13c
2027,10,Acilia Sud,13c
2028,10,Acilia Sud,13c
2029,10,Acilia Sud,13c
2030,10,Acilia Sud,13c
2031,10,Acilia Sud,13c
2032,10,Acilia Sud,13c
2033,10,Palocco,13d
2034,10,Palocco,13d
2035,10,Palocco,13d
2036,10,Palocco,13d
2037,10,Palocco,13d
2038,10,Palocco,13d
2039,10,Palocco,13d
2040,10,Palocco,13d
2041,10,Palocco,13d
2042,10,Palocco,13d
2043,10,Palocco,13d
2044,10,Palocco,13d
2045,10,Palocco,13d
2046,10,Ostia Antica,13e
2047,10,Ostia Antica,13e
2048,10,Ostia Antica,13e
2049,10,Ostia Sud,13g
2050,10,Ostia Sud,13g
2051,10,Ostia Antica,13e
2052,10,Ostia Antica,13e
2053,10,Ostia Antica,13e
2054,10,Ostia Antica,13e
2055,10,Ostia Antica,13e
2056,10,Ostia Antica,13e
2057,11,Magliana,15e
2058,11,Ponte Galeria,15g
2059,11,Ponte Galeria,15g
2060,11,Ponte Galeria,15g
2061,11,Ponte Galeria,15g
2062,11,Ponte Galeria,15g
2063,11,Ponte Galeria,15g
2064,12,Pisana,16c
2065,13,Boccea,18f
2066,13,Boccea,18f
2067,13,Boccea,18f
2068,12,Pantano di Grano,16f
2069,12,Massimina,16e
2070,12,Massimina,16e
2071,12,Massimina,16e
2072,12,Pantano di Grano,16f
2073,12,Pantano di Grano,16f
2074,12,Pantano di Grano,16f
2075,12,Pantano di Grano,16f
2076,13,Casalotti di Boccea,18e
2077,13,Casalotti di Boccea,18e
2078,14,Castelluccia,19g
2079,14,Castelluccia,19g
2080,14,Castelluccia,19g
2081,14,Castelluccia,19g
2082,14,Castelluccia,19g
2083,14,Castelluccia,19g
2084,14,Castelluccia,19g
2085,14,Castelluccia,19g
2086,13,Casalotti di Boccea,18e
2087,13,Casalotti di Boccea,18e
2088,13,Boccea,18f
2089,13,Casalotti di Boccea,18e
2090,13,Boccea,18f
2091,13,Casalotti di Boccea,18e
2092,13,Casalotti di Boccea,18e
2093,13,Casalotti di Boccea,18e
2094,13,Casalotti di Boccea,18e
2095,13,Boccea,18f
2096,13,Boccea,18f
2097,13,Boccea,18f
2098,13,Boccea,18f
2099,14,Castelluccia,19g
2100,14,Castelluccia,19g
2101,14,Castelluccia,19g
2102,14,Castelluccia,19g
2103,1,Centro Storico,1a
2104,14,S. Maria della Pietà ,19d
2105,1,XX Settembre,1f
2106,1,Centro Storico,1a
2107,1,Centro Storico,1a
2108,1,Centro Storico,1a
2109,1,Centro Storico,1a
2110,6,S. Vittorino,8h
2111,1,Centro Storico,1a
2112,1,Centro Storico,1a
2113,1,Centro Storico,1a
2114,1,Centro Storico,1a
2115,1,Centro Storico,1a
2116,1,Centro Storico,1a
2117,1,Centro Storico,1a
2118,1,Centro Storico,1a
2119,1,Centro Storico,1a
2120,1,Centro Storico,1a
2121,1,Prati,17a
2122,1,Prati,17a
2123,1,Prati,17a
2124,1,Prati,17a
2125,1,Prati,17a
2126,1,Prati,17a
2127,1,Prati,17a
2128,1,Prati,17a
2129,1,Prati,17a
2130,1,Prati,17a
2131,1,Prati,17a
2132,1,Prati,17a
2133,1,Prati,17a
2134,1,Prati,17a
2135,1,Prati,17a
2136,2,Flaminio,2c
2137,2,Flaminio,2c
2138,2,Villaggio Olimpico,2a
2139,2,Flaminio,2c
2140,2,Flaminio,2c
2141,2,Flaminio,2c
2142,2,Flaminio,2c
2143,2,Flaminio,2c
2144,2,Flaminio,2c
2145,2,Flaminio,2c
2146,2,Flaminio,2c
2147,2,Villaggio Olimpico,2a
2148,2,Villaggio Olimpico,2a
2149,2,Villaggio Olimpico,2a
2150,2,Villaggio Olimpico,2a
2151,2,Villa Ada,2y
2152,2,Parioli,2b
2153,2,Parioli,2b
2154,2,Parioli,2b
2155,2,Parioli,2b
2156,2,Parioli,2b
2157,2,Villa Ada,2y
2158,2,Salario,2d
2159,2,Salario,2d
2160,2,Parioli,2b
2161,2,Parioli,2b
2162,2,Parioli,2b
2163,2,Parioli,2b
2164,2,Parioli,2b
2165,2,Parioli,2b
2166,2,Parioli,2b
2167,2,Parioli,2b
2168,2,Parioli,2b
2169,2,Parioli,2b
2170,2,Parioli,2b
2171,2,Villa Borghese,2x
2172,2,Salario,2d
2173,2,Salario,2d
2174,2,Salario,2d
2175,2,Salario,2d
2176,2,Salario,2d
2177,2,Salario,2d
2178,2,Salario,2d
2179,2,Salario,2d
2180,2,Salario,2d
2181,2,Salario,2d
2182,2,Salario,2d
2183,1,Della Vittoria,17b
2184,1,Della Vittoria,17b
2185,10,Palocco,13d
2186,1,Della Vittoria,17b
2187,1,Della Vittoria,17b
2188,10,Palocco,13d
2189,1,Della Vittoria,17b
2190,1,Della Vittoria,17b
2191,1,Della Vittoria,17b
2192,1,Della Vittoria,17b
2193,1,Della Vittoria,17b
2194,1,Della Vittoria,17b
2195,1,Della Vittoria,17b
2196,1,Della Vittoria,17b
2197,1,Della Vittoria,17b
2198,1,Della Vittoria,17b
2199,1,Della Vittoria,17b
2200,1,Della Vittoria,17b
2201,1,Della Vittoria,17b
2202,1,Della Vittoria,17b
2203,1,Della Vittoria,17b
2204,1,Della Vittoria,17b
2205,1,Della Vittoria,17b
2206,1,Della Vittoria,17b
2207,1,Della Vittoria,17b
2208,1,Della Vittoria,17b
2209,1,Della Vittoria,17b
2210,1,Della Vittoria,17b
2211,1,Della Vittoria,17b
2212,1,Della Vittoria,17b
2213,1,Della Vittoria,17b
2214,15,Foro Italico,20x
2215,15,Farnesina,20d
2216,15,Farnesina,20d
2217,15,Farnesina,20d
2218,15,Farnesina,20d
2219,15,Farnesina,20d
2220,15,Farnesina,20d
2221,15,Farnesina,20d
2222,15,Farnesina,20d
2223,15,Farnesina,20d
2224,15,Foro Italico,20x
2225,15,Tor di Quinto,20a
2226,15,Tor di Quinto,20a
2227,15,Tor di Quinto,20a
2228,15,Tor di Quinto,20a
2229,15,Tor di Quinto,20a
2230,15,Tor di Quinto,20a
2231,15,Tor di Quinto,20a
2232,15,Tor di Quinto,20a
2233,15,Tor di Quinto,20a
2234,15,Tor di Quinto,20a
2235,15,Tor di Quinto,20a
2236,14,S. Maria della Pietà ,19d
2237,15,Tor di Quinto,20a
2238,15,Tor di Quinto,20a
2239,15,Grottarossa Ovest,20e
2240,15,Farnesina,20d
2241,15,Farnesina,20d
2242,15,Farnesina,20d
2243,15,Farnesina,20d
2244,15,Farnesina,20d
2245,15,Farnesina,20d
2246,13,Val Cannuta,18b
2247,13,Val Cannuta,18b
2248,13,Val Cannuta,18b
2249,13,Val Cannuta,18b
2250,14,Primavalle,19b
2251,14,Primavalle,19b
2252,13,Val Cannuta,18b
2253,14,Primavalle,19b
2254,14,Primavalle,19b
2255,14,Primavalle,19b
2256,14,Primavalle,19b
2257,10,Acilia Sud,13c
2258,14,Primavalle,19b
2259,13,Val Cannuta,18b
2260,13,Val Cannuta,18b
2261,13,Val Cannuta,18b
2262,13,Val Cannuta,18b
2263,13,Val Cannuta,18b
2264,13,Val Cannuta,18b
2265,13,Val Cannuta,18b
2266,13,Val Cannuta,18b
2267,13,Val Cannuta,18b
2268,13,Val Cannuta,18b
2269,13,Val Cannuta,18b
2270,13,Val Cannuta,18b
2271,14,Primavalle,19b
2272,14,Primavalle,19b
2273,14,Primavalle,19b
2274,14,Primavalle,19b
2275,14,Castelluccia,19g
2276,11,Ponte Galeria,15g
2277,14,Primavalle,19b
2278,14,Primavalle,19b
2279,14,Primavalle,19b
2280,12,Pantano di Grano,16f
2281,14,Primavalle,19b
2282,14,Primavalle,19b
2283,14,Primavalle,19b
2284,14,Primavalle,19b
2285,14,Boccea,18f
2286,14,Primavalle,19b
2287,14,Primavalle,19b
2288,14,Primavalle,19b
2289,14,Primavalle,19b
2290,14,Primavalle,19b
2291,13,Fogaccia,18c
2292,13,Fogaccia,18c
2293,13,Fogaccia,18c
2294,13,Fogaccia,18c
2295,14,Primavalle,19b
2296,14,Primavalle,19b
2297,14,Primavalle,19b
2298,14,Primavalle,19b
2299,14,Primavalle,19b
2300,14,Primavalle,19b
2301,4,Settecamini,5l
2302,14,Primavalle,19b
2303,14,Medaglie d' Oro,19a
2304,14,Primavalle,19b
2305,14,Primavalle,19b
2306,14,Primavalle,19b
2307,14,Primavalle,19b
2308,14,Primavalle,19b
2309,14,Primavalle,19b
2310,14,Primavalle,19b
2311,14,Primavalle,19b
2312,14,Primavalle,19b
2313,14,Primavalle,19b
2314,14,Primavalle,19b
2315,14,Primavalle,19b
2316,14,Primavalle,19b
2317,14,Primavalle,19b
2318,14,Primavalle,19b
2319,14,Primavalle,19b
2320,14,Primavalle,19b
2321,14,Primavalle,19b
2322,14,Castelluccia,19g
2323,14,Primavalle,19b
2324,14,Primavalle,19b
2325,14,Primavalle,19b
2326,14,S. Maria della Pietà ,19d
2327,14,Primavalle,19b
2328,14,Primavalle,19b
2329,14,Primavalle,19b
2330,14,Primavalle,19b
2331,14,S. Maria della Pietà ,19d
2332,14,Primavalle,19b
2333,14,Primavalle,19b
2334,14,Primavalle,19b
2335,14,Primavalle,19b
2336,15,Tomba di Nerone,20c
2337,15,Tomba di Nerone,20c
2338,15,Grottarossa Ovest,20e
2339,15,Grottarossa Ovest,20e
2340,13,Fogaccia,18c
2341,13,S. Maria della Pietà ,19d
2342,13,Fogaccia,18c
2343,13,Fogaccia,18c
2344,13,Fogaccia,18c
2345,13,Fogaccia,18c
2346,13,Fogaccia,18c
2347,14,S. Maria della Pietà ,19d
2348,14,S. Maria della Pietà ,19d
2349,14,S. Maria della Pietà ,19d
2350,4,S. Alessandro,5i
2351,14,S. Maria della Pietà ,19d
2352,14,Ottavia,19c
2353,15,Farnesina,20d
2354,14,Medaglie d' Oro,19a
2355,14,Medaglie d' Oro,19a
2356,14,Medaglie d' Oro,19a
2357,14,Medaglie d' Oro,19a
2358,14,Medaglie d' Oro,19a
2359,15,Acquatraversa,20b
2360,15,Acquatraversa,20b
2361,15,Acquatraversa,20b
2362,15,Acquatraversa,20b
2363,15,Acquatraversa,20b
2364,15,Acquatraversa,20b
2365,15,Acquatraversa,20b
2366,14,Medaglie d' Oro,19a
2367,14,Medaglie d' Oro,19a
2368,14,Trionfale,19e
2369,14,Trionfale,19e
2370,14,Trionfale,19e
2371,14,Trionfale,19e
2372,14,Trionfale,19e
2373,14,Trionfale,19e
2374,14,Trionfale,19e
2375,14,Trionfale,19e
2376,14,Trionfale,19e
2377,14,Trionfale,19e
2378,14,Trionfale,19e
2379,14,Trionfale,19e
2380,14,Trionfale,19e
2381,14,Trionfale,19e
2382,14,S. Maria di Galeria,19h
2383,14,S. Maria di Galeria,19h
2384,14,S. Maria di Galeria,19h
2385,14,S. Maria della Pietà ,19d
2386,14,S. Maria della Pietà ,19d
2387,14,S. Maria della Pietà ,19d
2388,14,S. Maria della Pietà ,19d
2389,14,S. Maria della Pietà ,19d
2390,14,S. Maria della Pietà ,19d
2391,14,S. Maria della Pietà ,19d
2392,14,S. Maria della Pietà ,19d
2393,14,S. Maria della Pietà ,19d
2394,14,Ottavia,19c
2395,14,Ottavia,19c
2396,14,S. Maria della Pietà ,19d
2397,14,Ottavia,19c
2398,14,Ottavia,19c
2399,14,Ottavia,19c
2400,14,Ottavia,19c
2401,14,Ottavia,19c
2402,14,Castelluccia,19g
2403,14,Castelluccia,19g
2404,15,Giustiniana,20g
2405,15,S. Cornelia,20i
2406,15,La Storta,20h
2407,15,La Storta,20h
2408,15,La Storta,20h
2409,15,La Storta,20h
2410,15,La Storta,20h
2411,15,La Storta,20h
2412,15,La Storta,20h
2413,15,La Storta,20h
2414,15,La Storta,20h
2415,15,La Storta,20h
2416,15,La Storta,20h
2417,15,La Storta,20h
2418,15,La Storta,20h
2419,15,Cesano,20n
2420,15,Cesano,20n
2421,15,Cesano,20n
2422,15,Cesano,20n
2423,15,Cesano,20n
2424,15,Martignano,20o
2425,15,Cesano,20n
2426,15,Cesano,20n
2427,14,Ottavia,19c
2428,14,Ottavia,19c
2429,14,Ottavia,19c
2430,14,Ottavia,19c
2431,14,Ottavia,19c
2432,14,Ottavia,19c
2433,14,Ottavia,19c
2434,15,Tomba di Nerone,20c
2435,15,Tomba di Nerone,20c
2436,15,Tomba di Nerone,20c
2437,15,Tomba di Nerone,20c
2438,15,Tomba di Nerone,20c
2439,15,Tomba di Nerone,20c
2440,15,Tomba di Nerone,20c
2441,15,Tomba di Nerone,20c
2442,15,Tomba di Nerone,20c
2443,15,Tomba di Nerone,20c
2444,15,Tomba di Nerone,20c
2445,15,Tomba di Nerone,20c
2446,15,Tomba di Nerone,20c
2447,15,Tomba di Nerone,20c
2448,15,Tomba di Nerone,20c
2449,15,Grottarossa Ovest,20e
2450,15,Tomba di Nerone,20c
2451,15,Tomba di Nerone,20c
2452,15,Tomba di Nerone,20c
2453,15,Tomba di Nerone,20c
2454,15,Grottarossa Ovest,20e
2455,15,Tomba di Nerone,20c
2456,15,Grottarossa Ovest,20e
2457,15,Tomba di Nerone,20c
2458,15,Tomba di Nerone,20c
2459,15,Tomba di Nerone,20c
2460,15,Tomba di Nerone,20c
2461,15,Tomba di Nerone,20c
2462,15,Trionfale,19e
2463,15,Tomba di Nerone,20c
2464,15,Tomba di Nerone,20c
2465,15,Giustiniana,20g
2466,15,Giustiniana,20g
2467,15,Giustiniana,20g
2468,15,Giustiniana,20g
2469,15,Giustiniana,20g
2470,15,Giustiniana,20g
2471,15,S. Cornelia,20i
2472,15,Giustiniana,20g
2473,15,Giustiniana,20g
2474,15,Giustiniana,20g
2475,15,La Storta,20h
2476,15,S. Cornelia,20i
2477,15,La Storta,20h
2478,15,Grottarossa Ovest,20e
2479,15,Grottarossa Ovest,20e
2480,15,Labaro,20m
2481,15,Labaro,20m
2482,15,S. Cornelia,20i
2483,15,Labaro,20m
2484,15,Labaro,20m
2485,15,Labaro,20m
2486,15,Labaro,20m
2487,15,Labaro,20m
2488,15,Labaro,20m
2489,15,Labaro,20m
2490,15,Labaro,20m
2491,15,Labaro,20m
2492,15,Labaro,20m
2493,15,Labaro,20m
2494,15,Labaro,20m
2495,15,Labaro,20m
2496,15,Labaro,20m
2497,15,Labaro,20m
2498,15,S. Cornelia,20i
2499,15,Prima Porta,20l
2500,15,Labaro,20m
2501,15,Labaro,20m
2502,15,Labaro,20m
2503,15,Prima Porta,20l
2504,15,S. Cornelia,20i
2505,15,Prima Porta,20l
2506,15,S. Cornelia,20i
2507,15,Prima Porta,20l
2508,15,Labaro,20m
2509,15,S. Cornelia,20i
2510,6,Lunghezza,8e
2511,9,Vallerano Castel di Leva,12h
2512,8,Tormarancia,11e
2513,9,Cecchignola,12e
2514,9,Torrino,12c
2515,10,Infernetto,13i
2516,10,Malafede,13a
2517,14,S. Maria della Pietà ,19d
2518,1,Esquilino,1e
2519,1,Esquilino,1e
2520,4,Tiburtino Nord,5c
2521,3,Serpentara,4e
2522,3,Settebagni,4m
2523,4,S. Alessandro,5i
2524,5,La Rustica,7d
2525,7,Don Bosco,10a
2526,7,Osteria del Curato,10f
2527,7,Barcaccia,10i
2528,9,Vallerano Castel di Leva,12h
2529,9,Vallerano Castel di Leva,12h
2530,12,Gianicolense,16d
2531,8,Grottaperfetta,11g
2532,10,Malafede,13a
2533,13,Fogaccia,18c
2534,14,Ottavia,19c
2535,2,Università ,3x
2536,10,Ostia Antica,13e
2537,8,Appia Antica Sud,11y
2538,10,Ostia Antica,13e
2539,3,Serpentara,4e
2540,6,Acqua Vergine,8d
2541,6,Lunghezza,8e
2542,6,Lunghezza,8e
2543,7,Morena,10l
2544,7,Lucrezia Romana,10e
2545,7,Lucrezia Romana,10e
2546,9,Vallerano Castel di Leva,12h
2547,13,Fogaccia,18c
2548,10,Infernetto,13i
2549,11,Magliana,15e
2550,13,Boccea,18f
2551,14,S. Maria della Pietà ,19d
2552,10,Ostia Antica,13e
2553,11,Magliana,15e
2554,12,Massimina,16e
2555,6,Lunghezza,8e
2556,10,Acilia Nord,13b
2557,6,S. Vittorino,8h
2558,6,Lunghezza,8e
2559,6,Lunghezza,8e
2560,10,Infernetto,13i
2561,9,Mezzocammino,12f
2562,3,Serpentara,4e
2563,3,Serpentara,4e
2564,3,Casal Boccone,4f
2565,7,Morena,10l
2566,9,Vallerano Castel di Leva,12h
2567,14,Castelluccia,19g
2568,11,Corviale,15f
2569,2,Università ,3x
2570,2,Università ,3x
2571,2,Università ,3x
2572,4,Tiburtino Nord,5c
2573,5,Casilino,6b
2574,1,Celio,1g
2575,1,Celio,1g
2576,1,Centro Storico,1a
2578,6,Giardinetti-Tor Vergata,8c
2579,9,Vallerano Castel di Leva,12h
2580,12,Colli Portuensi,16a
2581,12,Colli Portuensi,16a
2582,12,Colli Portuensi,16a
2583,8,Grottaperfetta,11g
2584,9,Eur,12a
2585,9,Torrino,12c
2586,13,Aurelio Sud,18a
2587,14,Medaglie d' Oro,19a
2588,14,Medaglie d' Oro,19a
2589,14,Medaglie d' Oro,19a
2590,14,Pineto,19f
2591,10,Ostia Sud,13g
2592,12,Buon Pastore,16b
2593,11,Corviale,15f
2595,13,Val Cannuta,18b
2596,13,Val Cannuta,18b
2597,11,Magliana,15e
2598,15,Tomba di Nerone,20c
2599,14,Ottavia,19c
2600,15,Grottarossa Ovest,20e
